timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1728914970739,1126,Homepage Test,200,OK,Thread Group 1-45,text,true,,48546,192,31,31,https://automationexercise.com/products,1058,0,0
1728914970739,1126,Homepage Test,200,OK,Thread Group 1-30,text,true,,48554,192,31,31,https://automationexercise.com/products,1060,0,0
1728914970739,1187,Homepage Test,200,OK,Thread Group 1-25,text,true,,48552,192,31,31,https://automationexercise.com/products,1128,0,0
1728914970849,1141,Homepage Test,200,OK,Thread Group 1-16,text,true,,48546,192,30,30,https://automationexercise.com/products,1077,0,0
1728914970912,1136,Homepage Test,200,OK,Thread Group 1-21,text,true,,48540,192,29,29,https://automationexercise.com/products,1078,0,0
1728914970975,1245,Homepage Test,200,OK,Thread Group 1-32,text,true,,48544,192,29,29,https://automationexercise.com/products,1131,0,0
1728914970975,1306,Homepage Test,200,OK,Thread Group 1-41,text,true,,48552,192,29,29,https://automationexercise.com/products,1077,0,0
1728914971038,1250,Homepage Test,200,OK,Thread Group 1-19,text,true,,48548,192,29,29,https://automationexercise.com/products,1231,0,0
1728914971022,1320,Homepage Test,200,OK,Thread Group 1-27,text,true,,48550,192,29,29,https://automationexercise.com/products,1249,0,0
1728914970975,1367,Homepage Test,200,OK,Thread Group 1-10,text,true,,48544,192,29,29,https://automationexercise.com/products,1306,0,0
1728914971147,1252,Homepage Test,200,OK,Thread Group 1-50,text,true,,48544,192,28,28,https://automationexercise.com/products,1201,0,0
